Index,House_No,Location,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
1537,House_1537,Countryside,18.11493495,25.6463061,4.365464484,0,0.381750339,4.983797729,66.51475032,6.503784352,23,434.2581139,12.54576092,115.8311624,16.56882018,-7747.198244
1538,House_1538,Countryside,68.1117854,35.53197485,26.31382686,1,0.832537843,3.541911362,72.39244951,3.155183016,4,604.4927003,12.84385548,348.7606594,8.284631468,111762.3786
1539,House_1539,City Center,18.14383477,67.39942081,15.84567785,1,0.582457435,6.375924718,26.26789047,8.806637019,2,661.4124823,14.03156488,338.8265513,8.1944552,28029.93051
1540,House_1540,Suburb,52.51633837,6.256484222,14.01782988,1,0.826869118,5.874244354,9.835725412,3.943896989,14,318.4575595,13.43152623,360.1357934,21.38096597,51297.08887
1541,House_1541,Suburb,70.90462617,21.05069397,3.201354573,1,0.651511273,3.627326749,8.789682037,3.961565352,5,469.8023675,15.2937149,155.4115091,27.25172439,-209.8869879
1542,House_1542,Countryside,10.68769231,80.90236403,19.4866802,0,0.70451527,6.674937043,43.1890033,6.383744907,21,279.4637751,17.78988916,256.5363846,3.941187038,32114.91865
1543,House_1543,City Center,56.73122196,14.69219236,26.03998776,1,0.782556693,7.427718722,94.6385965,2.652066173,2,448.4998495,18.02362543,111.269568,23.55453455,144565.9938
1544,House_1544,City Center,25.65627837,34.26451465,24.84557608,1,0.695493327,7.603669806,22.55517439,3.56399775,15,245.0570604,17.87767785,72.33013246,10.60186409,63193.4599
1545,House_1545,Countryside,96.29268752,86.46589219,18.78164127,1,0.538832904,8.43223913,26.41741853,4.749686651,11,670.864035,13.17608635,8.760430371,27.25862438,67990.72216
1546,House_1546,Suburb,48.35456467,15.49253111,2.2583615,1,0.60818003,5.456824451,10.98799141,4.182740768,22,519.0282291,18.00225411,89.37637988,32.59841761,61957.87204
1547,House_1547,City Center,80.59925498,8.273683562,3.371910815,1,0.781827315,8.718436612,60.95145712,5.723894962,10,627.1083709,16.09746887,241.7496548,32.47353179,125740.3585
1548,House_1548,Suburb,55.02265422,48.45379951,1.479269613,1,0.524190178,8.19257643,68.30741452,6.396761297,20,699.1475871,21.03052665,361.6841254,15.42459297,57064.94427
1549,House_1549,City Center,4.341253285,30.24195113,7.724376495,1,0.532872874,4.779009426,64.65018961,6.100007084,1,291.3329974,21.11984196,53.36822129,23.12351728,98172.78437
1550,House_1550,Suburb,63.31513756,56.34083645,4.069844015,0,0.35741407,3.955698224,86.25189406,6.887514808,19,547.0717075,19.68173827,367.2046244,31.95411217,33390.85854
1551,House_1551,City Center,95.14033422,80.38048905,7.801441208,1,0.848750661,5.612336377,49.15615767,3.769745649,14,643.4931468,19.03107151,138.1540939,3.371600198,33319.98141
1552,House_1552,Suburb,60.16118201,13.71484882,11.55174167,1,0.354621789,5.411392248,14.31124704,2.137836044,23,487.9690837,13.14952717,170.731363,24.61934911,118487.7275
1553,House_1553,Suburb,81.91888594,58.06990846,28.28948352,1,0.688925506,6.454315832,29.65110794,7.847267873,22,519.8481892,12.84694212,145.9914162,33.62435737,168457.8273
1554,House_1554,Suburb,88.42064633,50.55087604,18.31128179,0,0.547916687,6.500317394,66.58056737,8.657023444,14,403.8355448,20.40833691,163.443256,15.52192292,91994.2463
1555,House_1555,Countryside,22.80797719,14.4078786,25.04921357,0,0.543371634,7.499921906,61.6990754,3.31305609,1,537.3804169,16.27015816,103.6772597,18.76091645,71228.24583
1556,House_1556,Suburb,21.20448399,62.39984855,21.31054502,0,0.707731102,6.059339689,53.56930984,4.663827605,9,397.7889573,16.51362275,279.4418713,28.25039467,41316.93363
1557,House_1557,Suburb,61.09809889,27.36404179,3.375093916,1,0.34025624,3.628935846,68.61347745,5.487122953,17,438.3098191,20.4779309,303.2732441,3.647503763,110743.5002
1558,House_1558,City Center,41.10284698,48.78343185,22.07761219,1,0.65622347,8.149748013,64.10169419,5.799941585,14,251.4558713,18.21430959,329.2451563,16.03980246,107913.1309
1559,House_1559,City Center,83.98613029,8.227232428,8.252966447,1,0.763219072,4.858587499,88.25116406,6.93541154,13,203.9042001,13.79407241,136.5158333,12.53272004,16139.60446
1560,House_1560,Countryside,90.00231234,45.95840572,19.17323541,0,0.796927655,8.827784762,59.01562137,1.3744291,13,227.5755621,14.11013229,305.8507564,1.662775734,33955.12501
1561,House_1561,City Center,35.34213793,30.6463468,10.22885921,1,0.402318234,3.707160652,78.08153451,7.493293745,6,296.2608205,12.06377169,255.070143,8.642933788,90420.9624
1562,House_1562,Suburb,23.6870559,82.23812112,29.9301679,0,0.83845143,8.749507033,25.62200844,1.557739063,7,428.3019098,19.10670094,383.1664347,16.43945906,53051.56311
1563,House_1563,Countryside,78.05255152,5.6978727,7.906544385,0,0.693687655,3.546070841,68.14007587,5.214597109,2,210.4970354,16.85611658,169.9140667,8.699719628,41022.13523
1564,House_1564,Countryside,27.48060355,41.86072749,8.373914123,0,0.82911288,4.386216828,90.31721772,8.44904022,8,277.9683196,21.49963913,396.9238912,24.49353441,145308.1808
1565,House_1565,Countryside,82.26143185,45.84314241,27.92016767,0,0.59116843,3.279479653,39.18750046,5.06093782,24,590.7223019,19.14012801,296.157612,18.49745169,6288.120372
1566,House_1566,Suburb,42.37382536,72.50060763,0.739332139,0,0.625220007,7.23067888,78.13131455,2.341807739,6,581.0832791,13.03152661,310.511102,2.539770496,163976.381
1567,House_1567,Suburb,66.75498993,57.42875751,20.90066964,1,0.851422966,8.101792419,72.75414082,9.865304605,3,594.8651458,13.6154146,10.28194404,11.72657031,54880.18889
1568,House_1568,City Center,9.553531383,66.72123372,21.75979172,1,0.839945726,5.604426491,6.89309349,9.003569159,18,660.7704716,17.01724647,198.9593405,1.759594045,146108.3733
1569,House_1569,City Center,62.38593247,77.70492857,25.09135732,0,0.568896524,8.57113245,58.56932265,7.941822699,18,259.5355004,21.24874169,211.3346849,14.96727202,137023.7529
1570,House_1570,City Center,45.17676787,86.22029737,29.23317932,1,0.464647579,6.541794431,13.88874557,4.703604426,22,281.5699381,14.4725109,16.24004077,11.10529069,119686.23
1571,House_1571,Countryside,58.66084632,31.38754967,29.26805757,1,0.535902261,6.780042813,96.76459805,2.654611542,23,366.7768073,20.25580202,124.8524894,27.8392845,47796.0211
1572,House_1572,Suburb,16.80142077,53.80227054,1.958302727,0,0.532658597,8.07251521,81.32934277,9.472700633,6,657.5705995,15.1227242,382.2576723,12.9888701,146220.4201
1573,House_1573,City Center,73.68737449,84.01080784,24.65517968,0,0.472120125,4.78080123,11.86265632,5.791160139,11,587.7388715,14.6989719,170.4445745,15.63118792,86168.37619
1574,House_1574,Suburb,86.27970775,98.9451131,19.38929801,1,0.461147763,5.125594328,13.05344777,8.671199143,3,362.0606362,21.01392749,74.68079382,29.28802334,149109.1331
1575,House_1575,Countryside,21.67398001,88.9519311,19.42026403,1,0.816637762,8.435711515,59.85291164,4.078855052,16,243.8179089,12.47241592,205.3354828,19.75578936,79468.82257
1576,House_1576,Suburb,9.571455552,37.14672626,3.850497798,1,0.341917152,8.405780976,35.14402824,4.017594854,5,508.1900131,18.60741039,13.50623089,22.70172077,173741.3567
1577,House_1577,Suburb,2.363858605,19.51665172,19.50561499,1,0.706566709,8.858896657,4.455680048,9.869864326,24,328.4095829,12.43167514,206.39548,33.81251989,59272.22672
1578,House_1578,Countryside,64.19715004,48.93925374,29.47447742,0,0.403692031,8.411029899,54.62250928,5.696497436,22,465.576283,20.00763787,237.7073224,9.068643913,100262.4719
1579,House_1579,City Center,60.70940361,74.16414518,27.35455709,1,0.506703536,3.764232216,39.39666487,2.266258815,2,670.9016798,20.29404355,143.077745,39.57823561,3996.793583
1580,House_1580,Suburb,54.66974127,49.25690708,13.17391982,0,0.33692582,7.942345717,11.00657274,2.977072102,15,486.3086227,20.93356575,305.0304792,36.10409858,57613.32475
1581,House_1581,Suburb,23.19470961,48.31808633,1.198439199,0,0.461984182,5.459030869,80.39011883,5.337498515,16,661.9172182,13.86090062,54.2856308,12.17556032,79906.82404
1582,House_1582,Countryside,39.09059959,83.82304211,10.8688047,1,0.761052643,8.944808136,91.59259976,1.382238194,7,396.519393,13.24498156,351.273364,35.82459829,167892.7815
1583,House_1583,Suburb,59.44763352,36.14037791,24.79170935,1,0.831009195,5.833685786,75.90279947,5.162805868,16,516.6756686,17.03535047,382.1779642,30.40429017,88875.18672
1584,House_1584,Suburb,49.67668589,85.97946748,21.04497304,1,0.432916291,6.323016495,82.41980869,4.770467579,24,646.944987,14.71632622,0.493809841,37.29950241,127699.2169
1585,House_1585,Suburb,98.77855202,40.6804801,13.78030967,0,0.578128704,6.178649492,22.43256616,8.014026388,4,493.9936558,18.06297472,337.088664,27.95427234,64805.30081
1586,House_1586,Countryside,13.64397526,32.82331057,1.653046055,0,0.582194429,4.930422179,27.09372214,4.19447768,16,507.4493385,17.13747291,202.4420596,27.30461794,133407.5725
1587,House_1587,Suburb,69.5144554,45.39899112,12.80684183,0,0.824145183,3.450132533,21.64422649,9.842938854,17,558.153991,13.4485211,184.5622535,1.135111955,80813.76939
1588,House_1588,Countryside,40.43187681,76.24469587,14.07074819,0,0.757679432,8.373907382,76.74127971,2.626929274,2,641.0538786,19.39270494,95.47164275,19.50984962,66680.08642
1589,House_1589,City Center,42.81996149,12.60020279,27.85666599,1,0.607846331,7.816054875,94.84379081,6.318880165,16,244.0900306,20.03784379,178.9300164,8.810475641,163586.1125
1590,House_1590,Suburb,71.75977657,19.64192159,19.23258311,0,0.70244832,3.837160683,71.96688347,1.807293673,4,368.4296911,21.63043022,380.1708599,13.63917691,134575.582
1591,House_1591,Countryside,69.24361513,95.14448257,9.3495875,0,0.808413032,7.660609628,88.26520972,7.604775856,7,398.842363,15.95538876,84.31505358,39.17380973,105499.4119
1592,House_1592,Countryside,99.12559937,17.54916274,15.75954793,1,0.305723372,6.755079996,64.23121039,9.952783193,18,654.8548327,15.37734935,71.61649538,4.334576355,134935.1018
1593,House_1593,Suburb,12.83942895,56.77273179,1.981659235,0,0.541734019,5.454862728,39.37833016,8.37224774,6,678.0039623,13.92262656,96.75852162,29.17697235,136761.4235
1594,House_1594,Countryside,10.41096494,57.93144667,29.17704707,0,0.8443459,4.524126895,43.15039988,6.001331866,18,260.1902323,13.80865055,220.7336777,7.744848833,71911.81042
1595,House_1595,City Center,72.43388171,48.96244621,10.80179706,1,0.744187819,8.158372701,8.456821785,5.362672217,7,259.5538399,15.21053285,372.1199262,1.28865224,79911.05781
1596,House_1596,City Center,57.8386917,64.47452486,14.33602065,0,0.625704825,7.201129556,4.114262329,8.515269651,2,667.4308971,21.81816702,229.5526363,20.55532965,108023.1181
1597,House_1597,City Center,27.41606666,22.98267258,10.65851923,0,0.617786716,6.286439457,69.85208481,9.423766762,19,347.8859507,12.92258675,97.39299064,7.287396652,186416.3442
1598,House_1598,City Center,7.941936899,55.26622678,20.4753519,0,0.508662059,6.657411203,44.40446031,9.902858732,9,320.9072095,14.59366202,176.1809261,38.65318398,91392.02298
1599,House_1599,Countryside,8.56582496,37.21732552,19.86696475,0,0.61231232,3.546397092,55.66929174,4.568853048,4,217.8114329,12.85978397,156.1600527,8.944172747,106291.9596
1600,House_1600,Countryside,89.41908747,66.16672596,21.45966932,1,0.69322992,5.843518565,56.20846351,9.918257273,14,337.7979674,14.73631393,18.62778794,8.489375687,85798.49442
1601,House_1601,City Center,19.18673247,14.12235434,8.044296888,0,0.551017823,4.162201757,28.46020552,2.40333627,5,546.7632136,12.92401433,204.2567394,2.254510062,100258.8072
1602,House_1602,City Center,32.33715621,57.08774168,9.470054435,1,0.728491888,4.250302074,48.11335857,3.281947983,7,413.0180814,17.08308867,50.40255465,13.86296591,45771.71751
1603,House_1603,City Center,22.66564022,18.52703554,3.757536933,0,0.816739336,6.967823774,47.60526195,1.801145123,8,458.4351758,16.38355654,336.8976168,1.940355322,140618.1218
1604,House_1604,City Center,35.49963058,27.86430631,19.66529916,1,0.392810909,8.467536911,39.4542949,3.445646648,15,658.6477983,13.7405033,219.5851637,20.45657877,151008.0776
1605,House_1605,City Center,6.942384275,21.87098003,1.19391382,1,0.570928214,5.422539663,82.24686296,7.911437965,19,257.3448913,13.74807894,337.842593,20.71881507,6992.333845
1606,House_1606,Countryside,51.90597909,18.28377799,17.93047007,1,0.544812055,4.246495638,45.66523637,8.676319224,11,235.6203576,18.26109074,382.417875,3.076488195,3950.180152
1607,House_1607,City Center,6.761256359,82.57109516,26.09087655,0,0.712478882,6.892481623,60.76080793,8.010033806,20,625.9653746,15.87121339,377.2753163,10.3624288,19517.04457
1608,House_1608,City Center,80.03565078,28.57075677,26.72496445,0,0.449920479,8.227122278,89.65649192,6.679592004,23,587.4278987,12.56194937,40.17173372,33.45215292,156584.7996
1609,House_1609,Suburb,23.37120819,92.71237819,13.47113281,0,0.684150549,7.489912807,86.75712866,5.625698613,4,331.8670935,21.201926,377.9268286,19.03924614,54945.96594
1610,House_1610,Countryside,54.00119146,96.99265253,13.77911065,1,0.826493545,8.212543383,89.15179817,7.378338603,18,362.1170632,16.04952486,318.2988831,17.94979162,120961.776
1611,House_1611,City Center,88.00790876,57.12604699,2.30907549,0,0.55087896,6.219328026,27.73049465,4.517501943,14,355.1389179,17.91047555,311.0632421,28.25230095,155590.192
1612,House_1612,Countryside,65.0877369,14.30011227,20.12295076,0,0.84660942,7.511257466,4.463266342,8.571775163,6,523.904399,20.8541195,36.05141611,28.8803958,99840.82263
1613,House_1613,Suburb,53.29577866,37.45482434,24.63778261,0,0.895898243,3.840387356,26.84561319,7.094710846,16,230.6057535,16.02158997,71.80588091,30.71654143,72742.84895
1614,House_1614,Suburb,32.43337531,79.77322633,7.339651638,0,0.36365523,5.089647692,28.59202722,7.280242286,18,444.7007926,20.20660039,390.065352,33.38881068,18864.73255
1615,House_1615,City Center,33.30019131,36.73907287,12.63902645,1,0.439831913,5.337294987,91.02667235,5.823423938,1,266.9364846,21.14752225,85.34806286,10.05777521,103315.6852
1616,House_1616,City Center,66.94869552,8.70172183,25.1651801,1,0.870227851,6.067774477,65.27503055,8.967060858,8,609.8692705,13.74067384,67.62133207,3.588843684,43944.33909
1617,House_1617,City Center,99.41393612,55.67849109,26.31361403,0,0.874996612,8.574458162,9.088692001,3.268132603,1,390.3315022,20.9249246,144.9406475,15.83033027,4865.891841
1618,House_1618,City Center,66.18391898,84.51208515,7.295399408,0,0.358624365,8.245779361,14.40248101,4.43032888,1,463.7860966,13.19832447,365.342479,34.34881851,87489.28722
1619,House_1619,Suburb,55.77834174,79.59263871,16.51711904,0,0.3089991,3.807152954,16.41193643,7.998783127,19,214.6588044,14.75127409,190.4773854,4.043117907,88913.55132
1620,House_1620,Countryside,73.06505102,17.51231401,5.774794519,1,0.396660014,4.036737911,63.41175307,5.434740065,21,229.1321568,20.08211448,368.2334876,23.46219815,25872.99383
1621,House_1621,City Center,46.52056123,67.27646144,3.056362924,0,0.89760767,5.145843298,73.80598853,9.002926121,10,537.5274154,21.00684548,133.7355122,28.34223502,26480.84658
1622,House_1622,Countryside,6.01423426,22.05042634,27.33361504,1,0.40799977,4.744463195,86.10474715,4.117593878,18,583.3852726,18.84138788,90.61145809,19.77488132,65795.34569
1623,House_1623,City Center,56.22968159,21.82075346,24.61522513,1,0.601528564,6.688625719,94.12301853,4.323971519,12,555.0177923,13.0482585,198.0812035,10.9518423,58351.6549
1624,House_1624,City Center,95.76252845,87.40717733,22.80104705,0,0.809050636,8.416656287,20.96875118,8.998622104,17,568.5093182,17.22992277,246.1907561,13.72606979,138398.0615
1625,House_1625,Suburb,17.53029424,24.96689527,1.462989564,0,0.312240966,8.77374925,31.66747599,5.179332882,1,252.3099253,17.72634109,156.5995994,3.794431821,152779.3184
1626,House_1626,City Center,69.00048908,26.32473465,25.31186378,0,0.662693389,6.921617715,24.79196519,5.645121258,8,546.7254205,14.8185973,138.4122038,12.41075835,174407.3795
1627,House_1627,City Center,20.09336887,0.065339076,13.14132228,1,0.466215269,8.028955208,36.51739518,3.994873438,10,290.8737913,21.91295807,87.22371391,2.730742295,105764.7277
1628,House_1628,City Center,53.58276845,87.06690341,10.2718537,1,0.81740095,6.151213201,91.55184563,3.49002948,10,249.0077159,15.35627957,110.0027065,29.32667493,74960.01677
1629,House_1629,Suburb,9.667644965,79.25948132,16.39429083,0,0.47007669,4.249961681,57.93614413,6.903538398,18,578.5804152,14.10254769,269.2471853,36.02181586,63223.25701
1630,House_1630,Countryside,45.03709363,62.73289351,2.740597282,1,0.712053432,6.148130473,74.08099784,2.078565954,9,644.7030586,13.10136029,147.9494154,25.70701201,58117.16397
1631,House_1631,Suburb,75.61633289,75.02657639,22.69939648,0,0.704531779,6.330495609,49.52180438,8.913453771,2,558.3549537,15.78501261,31.90281669,26.61142569,-27604.17203
1632,House_1632,City Center,34.75715242,15.20485674,17.47305231,0,0.432896129,7.454745385,3.85693342,8.012828231,3,602.7867264,18.92618692,55.26215598,19.41355115,120376.9812
1633,House_1633,City Center,66.49117245,45.83235946,5.597702906,1,0.32087952,4.319297938,7.355353114,2.716734373,2,695.5440776,14.31417093,148.9516754,7.085421519,189550.4079
1634,House_1634,City Center,79.54499608,35.12193873,5.646965993,1,0.545549744,5.209862293,54.2543801,7.246179512,6,267.3779557,19.69544217,369.8009719,1.301280509,134856.1138
1635,House_1635,Countryside,92.71778195,9.377652626,5.527459547,1,0.473515891,5.184164815,72.16011445,6.423696292,23,682.5762762,13.35401268,151.6121047,14.41506391,166792.3658
1636,House_1636,Countryside,23.46420819,48.61304852,1.710071627,1,0.78538665,8.756637574,22.31772223,2.660815457,12,500.5989027,16.40467931,24.25683098,30.30805374,147405.2984
1637,House_1637,City Center,39.93159158,92.07396503,17.63395348,0,0.780218513,5.663669762,72.46904783,3.458831554,22,606.6265787,19.0237374,167.1977032,38.45683159,52595.17301
1638,House_1638,City Center,15.24160133,4.005911905,25.21044533,0,0.574214371,7.530563804,81.25591157,4.680878534,19,525.0845908,13.35309403,267.5270376,17.8123121,134524.1224
1639,House_1639,Countryside,99.24835022,29.14609135,0.52494642,0,0.663907335,7.504868288,41.77785036,7.293184617,15,485.0188944,17.9784221,237.438454,15.25024948,143443.4074
1640,House_1640,Suburb,92.70009679,20.75409362,1.470139349,1,0.66255571,4.593265109,74.89550405,6.748510679,19,551.809497,19.98952512,111.521185,18.39238175,-21032.4468
1641,House_1641,Suburb,53.99571303,23.81466537,17.1831083,0,0.796294889,6.431218136,40.99896508,5.790113629,12,360.1293323,17.95548896,275.2355692,17.68322094,108070.8952
1642,House_1642,Countryside,84.20332944,90.84345519,24.58487056,1,0.555001448,8.36581736,68.15671232,7.915694888,18,662.1357617,17.11463924,252.2497495,25.40931349,86486.55567
1643,House_1643,Countryside,52.09579773,46.80690542,9.802166717,1,0.465268008,5.851186317,76.63570788,7.821439656,16,257.646286,20.38299553,68.86918753,29.63174849,142333.1893
1644,House_1644,City Center,62.3585688,46.62994129,10.48843196,1,0.459020951,8.670705044,99.20073521,6.560732387,2,359.015592,21.8542035,64.85800143,31.61336291,111238.2321
1645,House_1645,Countryside,8.912443212,76.05756425,17.89039492,0,0.621715368,4.286749376,35.19426954,8.08291075,11,215.5811766,13.81312952,218.8732328,26.33458757,-58264.80277
1646,House_1646,Countryside,75.52704205,15.4492204,8.226386674,1,0.569488922,3.444954635,41.69303728,4.008370373,12,335.6615238,18.91346341,263.7754244,18.07123439,73267.21378
1647,House_1647,City Center,12.77134836,48.72653541,0.798250982,1,0.564072463,8.348723239,17.39638588,8.931245755,5,309.1065386,12.80657554,384.7642339,38.05404647,-10213.66143
1648,House_1648,Countryside,82.60676303,42.99852141,22.05685554,1,0.354682403,8.086087188,21.20323278,6.534190772,24,224.8154303,12.42841024,168.7722523,28.72976816,149315.1719
1649,House_1649,City Center,78.20280877,59.69106905,18.76949739,1,0.731162244,8.955539256,69.64610526,8.401271624,6,445.8870319,14.8081897,305.9756959,17.63966359,67880.7572
1650,House_1650,Suburb,70.87446977,99.95577033,17.42267997,1,0.428242013,7.076360929,91.78751343,5.916511943,11,434.3180209,21.70919789,46.60829892,18.41668931,31634.73612
1651,House_1651,Suburb,3.616038052,76.94488941,22.25052387,1,0.418172178,8.62012756,40.06589021,2.965944205,21,238.8727219,17.52195651,355.8436109,32.90125315,64024.34327
1652,House_1652,Suburb,30.31283559,39.7865703,20.25692513,1,0.547654992,7.961694151,18.80460024,5.881691158,10,330.9252657,14.68271344,253.2430166,18.18109462,60689.56773
1653,House_1653,City Center,26.31125699,82.75530523,6.176459645,1,0.436667005,8.066557999,29.22485044,4.340004974,4,676.6610802,13.32586096,251.6121325,21.13467129,96483.14926
1654,House_1654,Suburb,36.01364075,17.07083633,10.57443141,1,0.65031496,6.414849423,46.05011878,7.277491324,9,255.3683123,21.20183403,56.97705353,12.37053938,51549.83518
1655,House_1655,Suburb,8.764274676,3.046368631,3.78330425,1,0.522878004,5.294187588,29.77438261,5.282144126,12,352.5093244,15.62366582,15.83349181,33.71767852,52430.09415
1656,House_1656,City Center,93.6957823,20.44483725,3.895710403,1,0.569347034,8.607348435,24.12432923,8.525015244,10,217.9311992,15.0669727,280.5796552,21.36913373,18851.21736
1657,House_1657,City Center,55.38022407,34.04115561,20.28587239,1,0.622301593,5.592703054,73.86246439,7.102652611,14,274.4436013,20.57963432,46.82258359,22.5489016,59719.83972
1658,House_1658,Suburb,30.55243107,51.05807575,25.75800321,0,0.422121313,6.232916203,1.776647203,7.160899897,5,549.6985537,18.04402832,50.78805979,35.34634071,142001.7022
1659,House_1659,Suburb,39.69815171,61.51291405,28.88197752,0,0.393450974,5.676685843,54.38382221,2.954398001,1,383.3582503,13.68636112,75.00005854,36.90017345,39497.76701
1660,House_1660,Suburb,44.72025405,91.06057172,18.85041353,1,0.828253142,6.388909884,79.5829139,9.858247898,5,426.0382853,16.21510532,39.09859326,33.14355807,103008.8284
1661,House_1661,Countryside,60.05943334,50.98540096,5.523039701,1,0.560234222,5.823030474,27.35660035,8.575076883,16,278.4891976,21.28231068,250.1570082,3.549446106,29854.42337
1662,House_1662,City Center,51.56794277,50.12756446,3.169510363,1,0.547256166,3.287805351,60.72585955,8.101043961,5,541.0700864,21.01203575,168.8019223,18.29685497,83252.41329
1663,House_1663,City Center,91.93919732,5.024300982,24.38552915,0,0.32136729,8.292289116,67.22111046,3.971937026,5,575.760799,12.70109793,106.438437,14.38990663,157024.3565
1664,House_1664,City Center,49.69634829,3.491155266,17.36269429,0,0.598785782,5.666362913,65.84744494,5.820684876,18,290.5560248,14.68613193,176.2997601,9.327076472,158657.8822
1665,House_1665,City Center,99.21580148,55.11599619,18.54855063,0,0.632501833,6.533661891,45.13911379,2.233928693,6,222.4967318,13.54539398,337.6560008,36.44920116,69081.64249
1666,House_1666,Suburb,85.14249577,43.81786132,23.44386266,1,0.635304523,3.835126817,35.3112208,5.84628379,21,240.4705672,17.33811714,370.831762,35.71268937,69182.21819
1667,House_1667,City Center,20.85105144,83.9180395,21.09831683,1,0.724218702,3.020327088,83.75648323,2.313003218,18,528.5228786,19.49983317,194.9904579,19.14661745,-7139.499176
1668,House_1668,Countryside,93.05952146,16.06795847,25.03374759,1,0.406489101,4.471740562,76.08614974,5.977340596,10,267.7553012,14.95543211,226.701166,6.247873176,50687.13502
1669,House_1669,Countryside,11.63663979,2.497166212,1.686417164,1,0.451333881,7.227516193,32.80426217,6.838496921,15,446.9594171,19.57996077,102.8799721,1.521259193,78412.39103
1670,House_1670,Suburb,81.74497085,44.90387679,22.4256191,0,0.786438279,3.595167181,11.19890025,4.511763705,24,276.3207655,18.68715573,205.4401515,18.10021614,67925.10262
1671,House_1671,Suburb,38.06232935,23.74785568,25.52558272,1,0.86830237,8.453324642,8.108946999,5.486903905,22,285.0740241,19.28222209,299.2478428,2.558250794,97951.76876
1672,House_1672,City Center,87.79743204,4.961437334,8.584051274,0,0.381559648,4.290135416,10.33332181,8.880880489,11,202.1802517,21.48243713,196.8549055,24.77268173,84908.58342
1673,House_1673,Suburb,86.80566901,72.45982868,19.21341822,0,0.598589733,4.227561686,58.70406676,1.977068302,19,360.4121279,16.24611861,120.8291603,24.72794596,173616.0535
1674,House_1674,Suburb,80.59254001,11.1593,9.424861915,1,0.428505752,4.08904777,6.114555407,8.125596037,13,244.898633,15.42568025,232.8137389,36.05863847,69792.06918
1675,House_1675,Suburb,79.00304363,60.83195,28.73913199,0,0.336043901,3.083890278,34.35576062,2.536790959,20,396.9806377,18.83847208,378.6624124,8.411916003,127209.2772
1676,House_1676,Countryside,30.46791391,28.10497502,1.002707173,0,0.495302003,7.630832811,75.56677049,1.330371845,3,498.8921548,20.07557141,355.1935416,15.48437545,45502.74184
1677,House_1677,City Center,8.091928305,17.34960504,17.39378531,0,0.386212575,8.250207187,30.14046849,2.670171425,16,383.765974,13.91445292,307.6969517,34.52227016,92112.90938
1678,House_1678,Suburb,40.29801788,37.97515229,4.995106411,0,0.725959844,6.684976216,76.56749964,7.88538871,7,552.5408154,20.46799601,110.4838531,19.4975636,100135.3671
1679,House_1679,City Center,17.3524515,80.14457762,21.36660616,1,0.620235248,4.12919989,74.80123678,4.64613466,12,570.725884,12.57852491,96.62380289,3.32920827,87745.08522
1680,House_1680,City Center,69.49510889,39.20935769,5.276708503,1,0.386300683,4.711667982,25.33688613,8.852684652,15,548.3031937,12.06393752,335.4148759,5.320572552,170063.6584
1681,House_1681,City Center,34.60997265,75.07696492,7.061497857,0,0.305544953,5.855560184,73.15339583,5.722367871,8,668.3567798,13.58427149,72.52699043,32.72472829,31714.57667
1682,House_1682,Countryside,97.56102009,12.54862968,14.83112433,1,0.784894229,8.72607571,75.02988719,1.200253167,23,318.6471385,21.78667187,242.244523,30.00419977,103900.5547
1683,House_1683,City Center,64.09720773,77.27714197,27.4450485,0,0.405716644,4.484108231,40.34793864,7.450422486,17,294.7282266,17.23565378,175.5719774,35.15937917,-74561.12599
1684,House_1684,City Center,82.24805636,23.69333249,6.351431164,1,0.663729985,7.389875424,21.83162789,1.992096178,1,504.8557446,12.46567412,187.1945869,5.63558547,123047.2128
1685,House_1685,Suburb,13.25246727,67.73931299,4.327200634,1,0.502153148,5.63668934,52.60580988,8.104416701,21,497.4385047,21.97175684,181.817361,30.65625301,98355.93973
1686,House_1686,Suburb,86.20144823,56.57815548,22.76930496,1,0.651291563,4.78708409,92.21836121,2.512922948,8,455.0491668,19.44911255,359.9800587,26.54907023,51468.90786
1687,House_1687,Countryside,92.27571905,92.91447172,15.01858597,1,0.489392176,5.735495622,64.32205651,4.109017472,14,202.1765957,20.38005076,34.83770036,10.0594364,98605.45186
1688,House_1688,City Center,48.70619188,38.7322518,27.35355337,1,0.352163736,3.427240305,18.11932727,7.851442867,10,477.619115,14.12940526,313.1605798,38.98227104,7324.424052
1689,House_1689,Countryside,60.62529378,6.616518883,4.398436715,0,0.433770005,7.792124226,68.59293555,9.588082217,19,666.3990284,13.05449434,334.0050686,23.24383795,31476.36838
1690,House_1690,City Center,76.48098009,1.915548555,19.37783679,1,0.41283514,4.459811568,43.2930997,4.342905556,8,367.2888446,17.15084943,377.1508589,36.36824104,-6493.339914
1691,House_1691,Countryside,17.48386273,82.6858561,6.986374385,0,0.556811611,7.352472739,59.56135094,8.464601982,19,683.7995967,19.72175684,181.039982,34.50463223,42895.02167
1692,House_1692,City Center,50.25660765,52.47356377,4.70281286,0,0.69497027,3.410090229,73.67233947,2.717130389,4,378.3783396,18.37780652,200.0260768,13.99189296,-4559.892651
1693,House_1693,Suburb,39.86630278,77.52440518,20.50288245,1,0.458283645,8.730591337,51.9797878,8.264617932,10,269.9272513,18.31059332,384.5178085,21.90231762,40839.21688
